"Country","Continent","Status","Life_expectancy","Adult_Mortality","infant_deaths","Alcohol","percentage_expenditure","Hepatitis_B","Measles","BMI","under_five_deaths","Polio","Total_expenditure","Diphtheria","HIV_AIDS","GDP","Population","thinness_10_19_years","thinness_5_9_years","Income_composition","Schooling","GDP_log","Population_log","Measles_log","percentage_expenditure_log","infant_deaths_log","under_five_deaths_log","n_years","Mahalanobis_Distance"
"Ukraine","Europe","Developing",69.9375,205.75,5.0625,7.306875,169.427330176937,54.625,5395.1875,50.89375,5.9375,81.4375,6.846875,70,0.5375,1577.293328625,47241459.4375,2.575,2.675,0.7165625,14.60625,6.7968377598367,17.6704933378018,5.66510063349651,4.12882490342087,1.796111847286,1.93013663745492,16,5.87955829141979
"United Arab Emirates","Asia","Developing",75.7,67.0625,1,1.93625,1886.73158978125,93.875,75.625,53.80625,1,95.0625,3.199375,94.625,0.1,22110.36698625,5857949.625,5.18125,4.96875,0.8195625,12.8125,9.40422755425753,15.5430817570234,2.94113392103904,6.57759919241021,0.693147180559945,0.693147180559945,16,6.5285356159848
"United Kingdom of Great Britain and Northern Ireland","Europe","Developed",80.79375,70.375,3.625,11.13125,0,90.0625,715.75,55.3875,4.0625,92.875,8.4675,92.875,0.1,1826.6698622875,61703442.3125,0.75,0.50625,0.8601875,16.025,6.60813328004954,17.9373300071109,6.00984545135218,0,1.52575908069127,1.62083300973372,16,9.56768170808557
"United Republic of Tanzania","Africa","Developing",56.00625,304.4375,95.25,3.359375,0,72.4375,3348.5625,17.31875,143.1875,83.375,4.765,74.6875,7.275,991.2750714,42328430.125,7.425,7.35625,0.431,7.775,6.26435618243364,17.5529350871916,6.91730983414786,0,4.56291827420001,4.96310693819429,16,3.1030603893818
"United States of America","North America","Developed",78.0625,58.1875,26.1875,8.225,0,81.375,130.625,58.45,30.75,82.125,15.146875,95.125,0.1,734.16581235625,302313672.0625,0.73125,0.60625,0.798125,15.50625,5.87531073696049,19.526150037615,4.52746017858581,0,3.30003419301344,3.45470183386672,16,13.6263488029431
"Uruguay","South America","Developing",76.075,119.9375,0.5625,6.256875,621.8389194,94.3125,0,52.925,0.75,94.25,8.619375,89.125,0.1,7192.5848745,3307303.125,1.6,1.54375,0.765625,15.23125,8.19217796516626,15.0116022314871,0,5.35537730939375,0.389895289064969,0.519860385419959,16,1.46285831548809
"Uzbekistan","Asia","Developing",68.03125,184.8125,21.9375,1.814375,44.3734502649375,95.8125,208.4375,34.80625,25.6875,98.5625,5.573125,98.4375,0.20625,651.09235893125,27484441.5,3.14375,3.175,0.603,11.64375,6.00376833944238,17.1269180018781,3.56389624161027,3.22197294104841,3.11564299766283,3.26283757506594,16,2.248149760251
"Vanuatu","Oceania","Developing",71.3875,137.875,0,0.758125,282.32574587,56.125,20.875,44.25625,0,66.1875,4.054375,59.0625,0.1,2000.245518125,224915.375,1.56875,1.49375,0.3675,10.56875,7.30184840108231,12.3174512429492,1.34950352027168,5.03262421065842,0,0,16,10.4638976651421
"Venezuela (Bolivarian Republic of)","South America","Developing",73.3875,163,9.375,7.15,0,66.25,165,54.4875,10.75,74.6875,5.484375,68.5,0.1,2805.71912011875,27726254.8125,1.65,1.5625,0.7268125,12.7875,6.90770745312627,17.1355904237762,1.51428063058983,0,2.33780773524475,2.46060517540933,16,4.52429603514023
"Viet Nam","Asia","Developing",74.775,126.5625,29.1875,2.93125,0,88.3125,4232.9375,11.1875,36.5,94.9375,5.875,91.75,0.14375,839.9442002625,84552093.3125,14.925,15.625,0.6270625,11.5125,6.08639367193258,18.251130459295,7.20783837417746,0,3.40636261030904,3.62250925151673,16,12.7475498325082
"Yemen","Asia","Developing",63.8625,211.8125,39.375,0.249375,0,55.6875,2761.1875,33.4875,51.625,67.125,4.953125,72.625,0.1,976.71180574375,24962337.875,13.83125,13.75,0.4755,8.50625,6.15341204563462,17.0226427916919,6.21760435766041,0,3.69341014418085,3.95530488755887,16,2.30822382559254
"Zambia","Africa","Developing",53.90625,354.3125,33.4375,2.21,89.650406851125,67.625,6563.8125,17.45,52.375,64.375,5.88875,74.25,11.93125,811.81184051875,12953009.25,6.88125,6.7625,0.4984375,11.2125,6.12492094781936,16.3649783307296,6.20037894551619,3.78713480941724,3.52770862832627,3.95983486789112,16,7.86397731885484
"Zimbabwe","Africa","Developing",50.4875,462.375,26.5625,4.765625,20.364271458875,70.5625,923,25.1375,40.8125,75.625,6.326875,75.1875,23.2625,410.98019376875,12997858.8125,7.0125,6.9875,0.439125,9.825,5.72255558842564,16.378431467447,3.90591658519717,1.91828804627695,3.31267802435298,3.72821774590023,16,27.2374827070143
